lady,lady
anymore,längre
playing,spelar
gets,får
shot,skott
reason,resonera
trouble,problem
break,bryta
war,krig
city,stad
walk,promenad
town,stad
trust,förtroende
dr.,dr.
met,träffade
office,kontor
question,fråga
brought,förde
yours,din
welcome,välkomna
high,hög
wow,wow
couple,par
half,halv
died,dog
cool,sval
free,gratis
either,antingen
seems,verkar
power,driva
whoa,oj
bye,hej då
buy,köpa
telling,talande
honey,honung
tried,försökte
front,främre
team,team
answer,svar
gun,pistol
boys,pojkar
line,linje
send,skicka
news,nyheter
stupid,dum
bed,säng
hurry,skynda
full,full
months,månader
save,spara
sometimes,ibland
become,bli
along,längs
hate,hat
food,mat
outside,utanför
light,ljus
l,jag
needs,behov
dog,hund
country,land
clear,rensa
order,beställa
em,dem
fact,faktum
lord,lord
captain,kapten
six,sex
hot,varm
funny,rolig
black,svart
mrs.,fru.
alive,levande
pick,plocka
feeling,känsla
living,levande
cause,orsaka
ahead,framåt
lose,förlora
king,kung
plan,planera
dinner,middag
sighs,suckar
sort,sortera
leaving,lämnar
shouldn,borde
running,spring
boss,chef
alright,okej
promise,löfte
taken,tagen
safe,säker
ma,mamma
book,boka
sent,skickat
white,vit
hour,timme
anybody,någon
small,små
perfect,perfekt
‘cause,'orsaka
lives,liv
special,särskild
parents,föräldrar
s,s
john,johannes
himself,själv
perhaps,kanske
sounds,ljud
serious,allvarlig
sick,sjuk
company,företag
ha,ha
scared,rädd
uncle,farbror
poor,dålig
red,röd
past,förbi
earth,jorden
possible,möjlig
shoot,skjuta
touch,röra
sound,ljud
top,bästa
ass,röv
laughs,skratt
cannot,kan inte
asking,frågar
win,vinna
glad,glad
control,kontrollera
hmm,hmm
human,mänsklig
drive,köra
hair,hår
jack,domkraft
bitch,tik
luck,lycka
murder,mörda
happens,händer
air,luft
ten,tio
daddy,pappa
finally,slutligen
chuckles,fnissar
fast,snabb
cold,kall
seem,verka
laughing,skrattande
words,ord
hospital,sjukhus
street,gata
hang,hänga
dance,dansa
meeting,möte
till,till
others,andra
catch,fånga
follow,följa
sense,känsla
sex,sex
lie,lögn
evening,kväll
master,bemästra
known,känd
dream,dröm
write,skriva
million,miljon
voice,röst
sweet,ljuv
rather,snarare
felt,filt
sign,tecken
lucky,tur-
somewhere,någonstans
bet,slå vad
o,o
jesus,Jesus
longer,längre
calling,kallelse
worked,arbetad
quiet,tyst
looked,tittade
less,mindre
pull,dra
beat,slå
careful,försiktig
coffee,kaffe
return,återvända
secret,hemlighet
weeks,veckor
weren,var inte
date,datum
seeing,seende
fall,falla
given,given
ooh,åh
fault,fel
straight,rakt
takes,tar
song,låt
future,framtida
gentlemen,herrar
loved,älskade
changed,ändrad
road,väg
calm,lugna
wonderful,underbar
mad,galen
turned,vände
drop,släppa
ladies,damer
learn,lära sig
step,steg
absolutely,absolut
early,tidigt
explain,förklara
clean,rena
piece,bit
yesterday,i går
throw,kasta
picture,bild
land,landa
feet,fötter
wonder,undra
questions,frågor
speaking,tal
worth,värde
darling,älskling
dude,killen
giving,givande
president,president
eye,öga
quick,snabbt
moving,rörlig
figure,figur
state,ange
strong,stark
sam,sam
none,ingen
amazing,fantastiskt
ones,ettor
works,fabrik
act,agera
needed,behövs
weird,konstig
law,lag
worried,orolig
report,rapportera
goodbye,adjö
missing,saknad
choice,val
happening,happening
chief,chef
wedding,bröllop
strange,konstig
general,allmän
pain,smärta
‘am,är
kidding,skojar
decided,avgjord
ya,ja
pass,passera
tired,trött
class,klass
officer,officer
kept,hålls
wake,vakna
worse,värre
busy,upptagen
eh,va
mistake,misstag
kiss,kyssa
court,domstol
building,byggnad
finish,avsluta
during,under
age,åldras
ship,fartyg
caught,fångad
marry,gifta sig
meant,menade
sell,sälja
dark,mörk
watching,tittar
system,system
suppose,anta
evidence,bevis
movie,film
ride,rida
t,t
completely,helt
mouth,mun
totally,totalt
birthday,födelsedag
tv,TV:n
forgive,förlåta
born,född
imagine,tänka
information,information
instead,i stället
definitely,definitivt
security,säkerhet
certainly,säkert
film,filma
month,månad
lying,ljuga
unless,om inte
train,tåg
seven,sju
wear,bära
clothes,kläder
michael,Mikael
hotel,hotell
christmas,jul
attack,attack
hasn,har inte
round,runda
expect,förvänta
sing,sjunga
terrible,fruktansvärd
george,Georg
bag,väska
history,historia
blue,blå
near,nära
broke,pank
station,station
seriously,allvarligt
forever,evigt
david,David
frank,frank
except,utom
thinks,tycker
message,meddelande
entire,hel
joe,Joe
table,tabell
talked,pratade
across,över
rock,sten
lovely,härlig
handle,hantera
middle,mitten
buddy,kompis
paid,betald
protect,skydda
using,använder
floor,golv
ran,sprang
swear,svära
spend,spendera
situation,situation
ring,ringa
anywhere,någonstans
dangerous,farlig
bill,fakturera
york,York
army,armén
lead,leda
bought,köpt
finished,färdig
fair,rättvis
sun,solen
letter,brev
fool,lura
attention,uppmärksamhet
club,klubb
simple,enkel
interesting,intressant
space,utrymme
test,testa
box,låda
group,grupp
single,enda
sitting,sammanträde
marriage,äktenskap
join,ansluta sig till
fear,rädsla
d,d
peace,fred
forgot,glömde
force,tvinga
short,kort
normal,normal
charlie,Charlie
present,presentera
enjoy,njuta
mike,mikrofon
crime,brottslighet
horse,häst
ground,jord
american,amerikansk
count,räkna
area,område
charge,avgift
honor,ära
lunch,lunch
miles,miles
radio,radio
idiot,idiot
ball,boll
surprise,överraskning
paper,papper
key,nyckel
boat,båt
quickly,snabbt
gold,guld
bar,bar
fish,fisk
mark,märke
tom,Tom
wearing,bär
crying,gråt
accident,olycka
government,regering
eight,åtta
fell,fälla
cover,täcka
certain,viss
interested,intresserad
deep,djup
star,stjärna
sea,hav
agree,komma överens
problems,problem
detective,detektiv
prison,fängelse
major,större
stick,stick
offer,erbjuda
difficult,svår
smart,smart
personal,personlig
record,spela in
stopped,stoppad
hide,dölja
whether,om
bank,bank
trip,resa
relax,koppla av
america,Amerika
public,offentlig
list,lista
afternoon,eftermiddag
brain,hjärna
fix,fixera
bastard,bastard
proud,stolt
tea,te
service,service
screaming,skrikande
forward,fram
angry,arg
park,parkera
soul,själ
fighting,stridande
peter,Peter
rich,rik
agent,ombud
blow,blåsa
paul,Paul
dress,klä
mary,Maria
missed,missade
scene,scen
killing,dödande
standing,stående
saved,sparad
mm,mm
respect,respektera
killer,mördare
ice,is
mess,röra
tough,tuff
feels,känner
church,kyrka
sad,ledsen
cell,cell
drunk,berusad
share,dela
camera,kamera
mm-hmm,mm-hmm
within,inom
card,kort
fly,flyga
ben,ben
girlfriend,flickvän
laugh,skratta
smell,lukt
broken,bruten
mum,mamma
honest,ärlig
often,ofta
starting,startande
calls,samtal
y,y
spent,spenderade
third,tredje
english,engelska
visit,besök
mama,mamma
judge,bedöma
window,fönster
hungry,hungrig
dare,våga
relationship,relation
moved,rörd
prove,bevisa
private,privat
wall,vägg
seat,plats
i-i,i-i
position,placera
lieutenant,löjtnant
realize,inse
lt,lt
especially,särskilt
machine,maskin
walking,gående
art,konst
pleasure,nöje
bloody,blodig
college,college
french,fransk
involved,involverad
cry,gråta
became,blev
lived,levde
impossible,omöjlig
obviously,tydligen
neither,varken
accept,acceptera
boyfriend,pojkvän
besides,dessutom
queen,drottning
teacher,lärare
cops,poliser
sake,skull
loves,älskar
carry,bära
teach,lära
apartment,lägenhet
upset,upprörd
green,grön
la,la
liked,gillade
cute,söt
evil,ont
professor,professor
contact,kontakta
joke,skämt
cop,polis
huge,enorm
holy,helig
store,lagra
jail,fängelse
likes,gillar
lawyer,advokat
doubt,tvivel
continue,fortsätta
appreciate,uppskatta
cat,katt
shop,handla
driving,körning
congratulations,grattis
wrote,skrev
village,by
quit,sluta
field,fält
james,Jakob
wine,vin
decision,beslut
south,söder
sleeping,sovande
slow,långsam
laughter,skratt
island,ö
glass,glas
beginning,början
cash,kontanter
dying,döende
hundred,hundra
whose,vars
difference,skillnad
plane,plan
push,tryck
continues,fortsätter
mmm,mmm
singing,sång
eating,mat
north,norr
mrs,fru
tree,träd
madam,fröken
gift,gåva
truck,lastbil
putting,sätta
bear,björn
board,styrelse
grab,hugg
beer,öl
stuck,fast
magic,magi
support,stöd
rules,regler
grunts,grymtningar
partner,partner
reach,nå
wind,vind
colonel,överste
max,max
immediately,omedelbart
seconds,sekunder
thousand,tusen
gives,ger
experience,uppleva
cheers,skål
victim,offer
upon,på
computer,dator
christ,Kristus
planet,planet
promised,lovade
bus,buss
henry,henry
dirty,smutsig
search,söka
staying,stannar
dreams,drömmar
arrest,arrestera
holding,innehav
suddenly,plötsligt
usually,vanligtvis
lots,massor
shoes,skor
er,er
jump,hoppa
rid,befria
yo,du
knock,slå
owe,skyldig
harry,Harry
grow,växa
worst,värst
river,flod
aunt,moster
patient,patient
kitchen,kök
aah,aah
fat,fett
passed,godkänd
m,m
final,slutlig
summer,sommar
bob,guppa
listening,lyssnande
escape,fly
everywhere,överallt
moon,månen
arms,vapen
turns,varv
address,adress
ow,aj
match,match
gasps,flämtar
grand,stor
yep,japp
shh,sch
nervous,nervös
de,de
choose,välja
themselves,själva
decide,besluta
mate,para
drinking,drickande
press,trycka
bother,besvära
foot,fot
hadn,haden
blame,skylla
crap,skit
drugs,narkotika
type,typ
rings,ringar
mission,uppdrag
named,namngiven
heaven,himmel
‘ii,ii
picked,plockad
paris,Paris
race,ras
risk,risk
books,böcker
further,ytterligare
danny,Danny
action,handling
allowed,tillåten
orders,order
learned,lärd
price,pris
arrived,anlände
nick,nick
otherwise,annat
pictures,bilder
fit,färdig
smoke,rök
favor,förmån
played,spelade
notice,varsel
awesome,fantastisk
smile,leende
director,direktör
guard,skydda
begin,börja
spot,fläck
surprised,förvånad
innocent,oskyldig
narrator,berättare
herself,själv
london,London
feelings,känslor
enemy,fiende
battle,slåss
ourselves,oss själva
alex,Alex
dollars,dollar
allow,tillåta
nine,nio
gay,bög
department,avdelning
guilty,skyldig
apart,isär
earlier,tidigare
duty,tull
jim,Jim
suit,kostym
bell,klocka
west,väst
legs,ben
hero,hjälte
destroy,förstöra
stage,etapp
bunch,knippa
according,enligt
chicken,kyckling
bigger,större
grunting,grymtande
low,låg
helping,portion
admit,erkänna
closed,stängd
names,namn
witness,bevittna
upstairs,övervåningen
arm,ärm
steal,stjäla
jimmy,Jimmy
kick,sparka
twice,dubbelt
cross,korsa
ways,sätt
sergeant,sergeant
indeed,verkligen
gas,gas
keeping,förvaring
energy,energi
pregnant,gravid
waste,avfall
helped,hjälpte
fired,avskedad
favorite,favorit
tony,Tony
taste,smak
locked,låst
places,platser
writing,handstil
adam,Adam
brothers,bröder
starts,börjar
prince,prins
form,form
sold,såld
silly,dumbom
mention,nämna
build,bygga
throat,hals
hole,hål
figured,tänkte
track,spåra
ringing,ringande
lock,låsa
leg,ben
above,ovan
hiding,gömma sig
steve,Steve
seemed,verkade
breakfast,frukost
engine,motor
written,skriftlig
complete,komplett
video,video
applause,applåder
however,dock
pressure,tryck
fresh,färsk
weapon,vapen
sky,sky
ms.,fröken
stole,stola
study,studera
burn,bränna
reading,läsning
crowd,folkmassa
treat,behandla
roll,rulla
double,dubbel
spirit,anda
danger,fara
cost,kosta
empty,tömma
level,nivå
memory,minne
itself,sig
acting,skådespeleri
interest,intressera
nose,näsa
plans,planer
following,följande
bathroom,badrum
built,inbyggd
closer,närmare
ray,stråle
sarah,Sara
band,band
groans,stönar
apparently,tydligen
excited,upphetsad
richard,rikard
losing,förlorande
animals,djur
flight,flyg
nature,natur
raise,höja
pop,pop
client,klient
bomb,bomba
neck,hals
suspect,misstänka
warm,värma
extra,extra
bottle,flaska
van,skåpbil
heavy,tung
mommy,mamma
dogs,hundkapplöpning
wild,vild
ridiculous,löjlig
simply,helt enkelt
lee,lä
animal,djur
showed,visade
billy,Billy
shooting,skytte
keeps,håller
camp,läger
guns,vapen
medical,medicinsk
shame,skam
hoping,hoppas
whom,vem
bird,fågel
majesty,majestät
flowers,blommor
famous,känd
asleep,sovande
beauty,skönhet
driver,förare
keys,nycklar
rain,regn
awful,förfärlig
large,stor
local,lokal
deserve,förtjäna
goddamn,förbannade
stone,sten
jane,Jane
grace,nåd
consider,överväga
weekend,helgen
wondering,undrande
lay,lägga
plenty,massor
willing,villig
pants,byxor
sweetheart,sötnos
skin,hud
excellent,excellent
asshole,idiot
beach,strand
c,c
faith,tro
beg,tigga
fuckin,jävla
responsible,ansvarig
military,militär
cheering,glädjande
opportunity,möjlighet
common,gemensam
bottom,botten
german,tyska
whoever,vem som än
cook,laga mat
walked,gick
papers,papper
justice,rättvisa
hall,hall
commander,befälhavare
drug,läkemedel
main,huvudsaklig
knife,kniv
devil,jäkel
necessary,nödvändig
although,även om
princess,prinsessa
lights,ljus
flying,flygande
dick,kuk
rose,ros
knowing,menande
clearly,tydligt
hat,hatt
agreed,överenskommit
johnny,Johnny
corner,hörn
code,koda
note,notera
tommy,Tommy
due,förfaller
correct,rätta
apologize,be om ursäkt
language,språk
stars,stjärnor
faster,snabbare
cars,bilar
folks,folk
bullshit,skitsnack
i.,jag.
fellow,kollega
several,flera
grandma,mormor
shows,visar
leader,ledare
leaves,löv
restaurant,restaurang
east,österut
shouting,skrikande
blind,blind
ghost,spöke
cup,kopp
gotten,fått
tight,stram
conversation,konversation
tells,berättar
lies,lögner
nor,eller
pulled,drog
hanging,hängande
speed,hastighet
stories,berättelser
health,hälsa
advice,råd
held,hölls
uh-huh,uh-huh
murdered,mördad
beyond,utöver
rule,regel
hardly,knappast
possibly,eventuellt
inspector,inspektör
cousin,kusin
trial,rättegång
emergency,nödsituation
ought,borde
eddie,Eddie
somehow,på något sätt
hearing,hörsel
states,stater
account,konto
spoke,eker
file,fil
understood,förstått
angel,ängel
tape,tejpa
milk,mjölk
powerful,kraftfull
weapons,vapen
practice,öva
manager,chef
pardon,förlåta
vote,rösta
jake,Jake
national,nationell
career,karriär
minister,minister
super,super
taught,undervisade
robert,Robert
biggest,störst
plays,pjäser
natural,naturlig
dancing,dans
copy,kopiera
plus,plus
martin,martin
cake,tårta
freedom,frihet
among,bland
breath,andetag
operation,drift
chris,Chris
crew,besättning
challenge,utmaning
market,marknadsföra
meat,kött
towards,mot
bringing,att föra
dropped,tappade
student,student
lied,ljög
strength,styrka
size,storlek
breathe,andas
color,färg
monster,monster
loud,högt
photo,bild
aw,åh
nearly,nästan
sight,syn
greatest,största
games,spel
bridge,bro
dressed,klädd
arrested,arresterad
horrible,fruktansvärd
coach,tränare
planning,planering
checked,kontrollerade
breaking,brytning
noticed,märkte
fantastic,fantastisk
screams,skrik
serve,tjäna
ideas,idéer
investigation,undersökning
center,centrum
older,äldre
pack,packa
soldiers,soldater
nonsense,dumheter
doc,dok
project,projekt
training,utbildning
example,exempel
trick,lura
prepared,beredd
science,vetenskap
united,förenad
travel,resa
incredible,otrolig
grandpa,morfar
paying,betalande
character,karaktär
teeth,tänder
criminal,kriminell
charles,Karl
chinese,kinesiska
truly,verkligt
honestly,ärligt
bro,brorsan
survive,överleva
bobby,bobby
target,mål
feed,foder
nurse,sjuksköterska
e,e
fake,fejka
records,uppgifter
breathing,andas
sweetie,raring
numbers,tal
oil,olja
suicide,självmord
belong,tillhöra
whoo,vem
perfectly,perfekt
amy,Amy
forgotten,glömd
remain,förbli
original,original
papa,pappa
onto,till
concerned,bekymrad
credit,kreditera
ugh,usch
invited,inbjuden
discuss,diskutera
research,forskning
easier,enklare
view,se
chair,stol
hurts,gör ont
strike,strejk
roger,uppfattat
fill,fylla
condition,skick
mountain,fjäll
dr,dr
nowhere,ingenstans
sheriff,sheriff
kim,Kim
turning,vändning
brown,brun
recognize,erkänna
heads,huvuden
audience,publik
‘all,'alla
jealous,svartsjuk
pretend,låtsas
society,samhälle
finding,fynd
shirt,skjorta
comfortable,bekväm
meaning,menande
guest,gäst
pieces,bitar
dry,torka
letting,uthyrning
began,började
aye,ja
jeff,Jeff
female,kvinnlig
release,släppa
ho,ho
cards,kort
pray,be
unfortunately,tyvärr
balls,bollar
destroyed,förstörd
ended,slutade
universe,universum
prepare,förbereda
opinion,omdöme
movies,filmer
soldier,soldat
wash,tvätta
program,programmera
heat,värme
usual,vanliga
ticket,biljett
stolen,stulen
prefer,föredra
aware,medveten
surely,säkert
male,manlig
base,bas
matters,frågor
lift,lyfta
lab,labb
command,kommando
proof,bevis
cream,grädde
selling,försäljning
believed,trodde
create,skapa
h,h
afford,råd
sunday,söndag
total,total
dumb,dum
threw,kastade
france,Frankrike
birth,födelse
created,skapad
realized,insåg
british,brittisk
noise,buller
nuts,nötter
students,studenter
birds,fåglar
social,social
brilliant,lysande
bodies,kroppar
tie,slips
opened,öppnad
ours,vår
bucks,dollar
kevin,Kevin
mister,herr
ugly,ful
ryan,Ryan
focus,fokus
dan,dan
opens,öppnar
exist,existera
followed,följde
england,England
draw,dra
purpose,ändamål
letters,bokstäver
daniel,daniel
opening,öppning
bullet,kula
anna,Anna
lately,nyligen
stayed,stannade
falling,fallande
season,säsong
ends,slutar
suggest,föreslå
joy,glädje
distance,avstånd
responsibility,ansvar
whenever,närhelst
issue,utfärda
thousands,tusentals
process,behandla
sword,svärd
shower,dusch
weak,svag
fucked,knullad
lonely,ensam
happiness,lycka
eric,Erik
tiny,mycket liten
desk,skrivbord
pool,slå samman
property,egendom
forced,forcerad
settle,lösa
indistinct,otydlig
weight,vikt
received,mottagen
gang,gäng
bite,bita
friday,fredag
disappeared,försvann
interview,intervju
expecting,förväntar sig
kinda,typ
surgery,kirurgi
horses,hästar
mayor,borgmästare
babe,brud
ancient,gammal
handsome,vacker
thomas,Thomas
saturday,lördag
staff,personal
lines,rader
unit,enhet
fan,fläkt
gentleman,herre
introduce,införa
fate,öde
split,split
recently,nyligen
expected,förväntat
add,tillägga
ordered,beställd
slowly,långsamt
alarm,larm
member,medlem
slept,sov
signed,signerad
enter,skriva in
spanish,spanska
garden,trädgård
brings,ger
brave,modig
pig,gris
model,modell
finger,finger
medicine,medicin
access,tillträde
failed,misslyckades
flat,platt
easily,lätt
discovered,upptäckt
based,baserad
screw,skruva
insane,sinnessjuk
cares,bryr sig
weather,väder
fingers,fingrar
san,san
scott,Scott
path,väg
soft,mjuk
harm,skada
style,stil
community,gemenskap
sees,ser
basically,i grund och botten
al,alla
signal,signal
nope,nej
spare,skona
speech,tal
covered,täckt
shake,skaka
loose,lösa
snow,snö
russian,ryska
lake,sjö
bright,ljus
roof,tak
ohh,åh
sending,sändning
paint,måla
remind,påminna
pal,kompis
naked,naken
post,posta
sugar,socker
heading,rubrik
streets,gator
damage,skada
silence,tysta
doors,dörrar
pete,Pete
ed,utg.
success,framgång
wet,våt
nah,nä
amount,belopp
members,medlemmar
kate,Kate
manage,hantera
safety,säkerhet
returned,returnerad
harder,hårdare
fbi,FBI
block,blockera
showing,visande
fancy,lust
chef,kock
contract,kontrakt
dig,gräva
chest,bröst
goodbye,adjö
drinks,drycker
dave,Dave
buried,begravd
brian,Brian
trade,handel
journey,resa
stomach,mage
changes,förändringar
details,detaljer
thoughts,tankar
divorce,äktenskapsskillnad
funeral,begravning
maria,Maria
football,fotboll
reality,verklighet
theory,teori
gosh,herregud
ruined,förstörd
gate,gate
william,William
spread,sprida
outta,ut
japanese,japansk
sudden,plötslig
coat,täcka
sooner,förr
cheese,ost
larry,Larry
spring,fjädra
page,sida
ears,öron
simon,Simon
castle,slott
hidden,dold
storm,storm
cos,för
personally,personligen
artist,konstnär
hill,kulle
exciting,spännande
permission,tillstånd
jerry,Jerry
expensive,dyr
tickets,biljetter
forest,skog
barely,nätt och jämnt
eggs,ägg
goin,går
regret,ångra
lesson,lektion
lover,älskare
bread,bröd
andy,andy
subject,ämne
legal,rättslig
growing,växande
ill,sjuk
jason,Jason
mood,humör
owner,ägare
caused,orsakade
beeping,pipande
points,poäng
dating,dejting
loss,förlust
secretary,sekreterare
revenge,hämnd
santa,jultomten
likely,troligt
rent,hyra
connection,förbindelse
assistant,assistent
reasons,skäl
yelling,skrikande
painting,målning
trees,träd
doctors,läkare
rush,rusa
foreign,utländsk
rough,grov
murderer,mördare
century,århundrade
nights,nätter
pair,par
runs,löpningar
pocket,ficka
farm,odla
matt,matt
bike,cykel
obvious,uppenbar
ate,åt
grew,växte
professional,professionell
tim,Tim
goodness,godhet
parts,delar
alan,alan
university,universitet
square,fyrkant
grandfather,farfar
europe,Europa
genius,geni
cases,fall
ruin,ruin
winter,vinter
tongue,tunga
memories,minnen
da,da
buying,uppköp
cancer,cancer
clock,klocka
ocean,hav
dna,DNA
liar,lögnare
tour,tur
thief,tjuv
bleep,pip
lisa,Lisa
rights,rättigheter
including,inklusive
competition,konkurrens
smith,smed
planned,planerad
emily,Emilia
boring,tråkig
victims,offer
mentioned,nämnda
bones,ben
plant,plantera
bless,välsigna
warning,varning
knocking,knackar
re,re
crash,krascha
bedroom,sovrum
lower,lägre
silver,silver
groaning,jämmer
madame,madame
defense,försvar
results,resultat
toilet,toalett
event,händelse
complicated,komplicerad
shape,form
priest,präst
royal,kunglig
cheap,billig
romantic,romantisk
downstairs,nedervåningen
invite,bjuda
fortune,förmögenhet
tears,tårar
avoid,undvika
reached,nått
higher,högre
familiar,bekant
telephone,telefon
burning,brinnande
filled,fylld
kelly,Kelly
alice,Alice
airport,flygplats
jobs,jobb
grown,vuxen
walter,Walter
rachel,Rakel
giant,jätte
insurance,försäkring
woods,skogen
n,n
scare,skrämma
pleased,nöjd
period,period
political,politisk
player,spelare
stops,stannar
secrets,hemligheter
laura,laura
repeat,upprepa
photos,foton
finds,fynd
statement,påstående
suck,suga
younger,yngre
china,Kina
humans,människor
delicious,utsökt
particular,särskild
proper,rätt
rome,Rom
belongs,tillhör
attacked,attackerade
bath,bad
hired,anställd
site,plats
knowledge,kunskap
b,b
led,led
guests,gäster
celebrate,fira
map,karta
horn,horn
eventually,så småningom
pity,synd
powers,befogenheter
ashamed,skamsen
assume,anta
glasses,glasögon
rise,stiga
fixed,fast
request,begäran
officers,officerare
pounds,pund
data,data
carefully,försiktigt
per,per
depends,beror
jury,jury
waited,väntade
positive,positiv
attorney,advokat
direction,riktning
families,familjer
‘clock,'klocka
doin,gör
forces,krafter
location,plats
walls,väggar
useless,onyttig
grant,bevilja
saving,sparande
speaks,talar
fought,kämpade
meal,måltid
